,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_PTS,PULL_UP_EFG_PCT
145,203475,Erick Green,1610612743,DEN,43,15,28,410.0,24,70,0.343,1,5,0.2,49,0.35
146,101141,Ersan Ilyasova,1610612749,MIL,57,25,32,1307.0,17,47,0.362,6,12,0.5,40,0.426
147,203095,Evan Fournier,1610612753,ORL,58,19,39,1661.0,44,135,0.326,22,64,0.344,110,0.407
148,202323,Evan Turner,1610612738,BOS,82,40,42,2260.0,150,352,0.426,7,22,0.318,307,0.436
149,203105,Festus Ezeli,1610612744,GSW,46,39,7,504.0,0,2,0.0,0,0,0.0,0,0.0
150,101128,Francisco Garcia,1610612745,HOU,14,10,4,200.0,1,11,0.091,1,5,0.2,3,0.136
151,203128,Furkan Aldemir,1610612755,PHI,41,9,32,540.0,0,2,0.0,0,0,0.0,0,0.0
152,203539,Gal Mekel,1610612742,DAL,4,2,2,43.0,0,9,0.0,0,0,0.0,0,0.0
153,202066,Garrett Temple,1610612764,WAS,52,28,24,736.0,12,38,0.316,2,9,0.222,26,0.342
154,203914,Gary Harris,1610612743,DEN,55,18,37,719.0,17,55,0.309,2,15,0.133,36,0.327
155,202390,Gary Neal,1610612750,MIN,54,24,30,1192.0,102,262,0.389,26,84,0.31,230,0.439
156,201588,George Hill,1610612754,IND,43,26,17,1267.0,84,202,0.416,23,75,0.307,191,0.473
157,101123,Gerald Green,1610612756,PHX,74,34,40,1446.0,117,319,0.367,40,129,0.31,274,0.429
158,201945,Gerald Henderson,1610612766,CHA,80,32,48,2315.0,148,363,0.408,1,6,0.167,297,0.409
159,2222,Gerald Wallace,1610612738,BOS,32,15,17,286.0,0,2,0.0,0,2,0.0,0,0.0
160,203507,Giannis Antetokounmpo,1610612749,MIL,80,40,40,2508.0,55,163,0.337,2,20,0.1,112,0.344
161,203540,Gigi Datome,1610612738,BOS,21,11,10,209.0,13,30,0.433,1,5,0.2,27,0.45
162,201175,Glen Davis,1610612746,LAC,74,52,22,904.0,2,11,0.182,0,1,0.0,4,0.182
163,203318,Glen Rice,1610612764,WAS,5,4,1,43.0,0,3,0.0,0,2,0.0,0,0.0
164,203922,Glenn Robinson III,1610612755,PHI,35,2,33,261.0,6,16,0.375,1,3,0.333,13,0.406
165,201609,Goran Dragic,1610612748,MIA,78,41,37,2640.0,98,273,0.359,27,75,0.36,223,0.408
166,202330,Gordon Hayward,1610612762,UTA,76,35,41,2618.0,168,422,0.398,25,101,0.248,361,0.428
167,203476,Gorgui Dieng,1610612750,MIN,72,16,56,2179.0,15,44,0.341,0,2,0.0,30,0.341
168,203511,Grant Jerrett,1610612762,UTA,8,6,2,51.0,0,1,0.0,0,0,0.0,0,0.0
169,202328,Greg Monroe,1610612765,DET,69,25,44,2137.0,3,9,0.333,0,0,0.0,6,0.333
170,202962,Greg Smith,1610612742,DAL,42,27,15,363.0,0,0,0.0,0,0,0.0,0,0.0
171,201880,Greg Stiemsma,1610612761,TOR,17,13,4,66.0,0,0,0.0,0,0,0.0,0,0.0
172,202349,Greivis Vasquez,1610612761,TOR,82,49,33,1991.0,84,235,0.357,27,96,0.281,195,0.415
173,203084,Harrison Barnes,1610612744,GSW,82,67,15,2318.0,47,117,0.402,2,10,0.2,96,0.41
174,202355,Hassan Whiteside,1610612748,MIA,47,17,30,1134.0,6,10,0.6,0,0,0.0,12,0.6
175,2045,Hedo Turkoglu,1610612746,LAC,62,42,20,705.0,19,57,0.333,12,34,0.353,50,0.439
176,203156,Henry Sims,1610612755,PHI,73,14,59,1399.0,4,17,0.235,0,0,0.0,8,0.235
177,201611,Henry Walker,1610612748,MIA,24,12,12,628.0,5,16,0.313,2,9,0.222,12,0.375
178,203138,Hollis Thompson,1610612755,PHI,71,13,58,1776.0,17,59,0.288,4,18,0.222,38,0.322
179,203546,Ian Clark,1610612743,DEN,30,9,21,192.0,1,13,0.077,0,3,0.0,2,0.077
180,101133,Ian Mahinmi,1610612754,IND,61,28,33,1146.0,2,3,0.667,0,0,0.0,4,0.667
181,202697,Iman Shumpert,1610612739,CLE,62,34,28,1545.0,54,146,0.37,2,28,0.071,110,0.377
182,203477,Isaiah Canaan,1610612755,PHI,46,23,23,912.0,62,161,0.385,50,124,0.403,174,0.54
183,202738,Isaiah Thomas,1610612738,BOS,67,40,27,1726.0,101,302,0.334,51,152,0.336,253,0.419
184,202397,Ish Smith,1610612755,PHI,55,24,31,831.0,12,63,0.19,5,22,0.227,29,0.23
185,200826,J.J. Barea,1610612742,DAL,77,49,28,1362.0,60,188,0.319,22,88,0.25,142,0.378
186,201581,JJ Hickson,1610612743,DEN,73,26,47,1411.0,13,40,0.325,0,0,0.0,26,0.325
187,200755,JJ Redick,1610612746,LAC,78,55,23,2409.0,139,287,0.484,31,76,0.408,309,0.538
188,2747,JR Smith,1610612739,CLE,70,38,32,2079.0,119,292,0.408,40,114,0.351,278,0.476
189,203960,JaKarr Sampson,1610612755,PHI,74,17,57,1131.0,8,29,0.276,2,10,0.2,18,0.31
190,203210,JaMychal Green,1610612763,MEM,24,10,14,164.0,1,3,0.333,0,0,0.0,2,0.333
191,201580,JaVale McGee,1610612743,DEN,23,8,15,256.0,1,4,0.25,0,0,0.0,2,0.25
192,203913,Jabari Brown,1610612747,LAL,19,4,15,568.0,17,48,0.354,4,11,0.364,38,0.396
193,203953,Jabari Parker,1610612749,MIL,25,13,12,738.0,22,60,0.367,0,0,0.0,44,0.367
194,204022,Jack Cooley,1610612762,UTA,16,10,6,87.0,0,0,0.0,0,0,0.0,0,0.0
195,203109,Jae Crowder,1610612738,BOS,82,47,35,1647.0,36,111,0.324,2,25,0.08,74,0.333
196,203479,Jamaal Franklin,1610612743,DEN,3,1,2,13.0,1,2,0.5,1,2,0.5,3,0.75
197,2037,Jamal Crawford,1610612746,LAC,64,44,20,1703.0,162,440,0.368,38,146,0.26,362,0.411
198,2749,Jameer Nelson,1610612743,DEN,63,25,38,1406.0,86,234,0.368,45,125,0.36,217,0.464
199,203516,James Ennis III,1610612748,MIA,62,27,35,1051.0,9,31,0.29,3,9,0.333,21,0.339
200,201935,James Harden,1610612745,HOU,80,55,25,2941.0,235,610,0.385,107,303,0.353,577,0.473
201,201949,James Johnson,1610612761,TOR,70,40,30,1370.0,14,39,0.359,2,7,0.286,30,0.385
202,2592,James Jones,1610612739,CLE,56,35,21,665.0,12,34,0.353,5,19,0.263,29,0.426
203,203949,James Michael McAdoo,1610612744,GSW,15,11,4,137.0,0,0,0.0,0,0,0.0,0,0.0
204,203923,James Young,1610612738,BOS,31,14,17,332.0,6,21,0.286,0,7,0.0,12,0.286
205,2457,Jannero Pargo,1610612766,CHA,9,2,7,73.0,5,19,0.263,0,7,0.0,10,0.263
206,203099,Jared Cunningham,1610612746,LAC,19,12,7,89.0,2,6,0.333,1,2,0.5,5,0.417
207,201162,Jared Dudley,1610612749,MIL,71,38,33,1694.0,26,61,0.426,1,1,1.0,53,0.434
208,203096,Jared Sullinger,1610612738,BOS,58,26,32,1566.0,24,82,0.293,3,10,0.3,51,0.311
209,203950,Jarnell Stokes,1610612763,MEM,19,12,7,126.0,1,1,1.0,0,0,0.0,2,1.0
210,101127,Jarrett Jack,1610612751,BKN,80,36,44,2241.0,171,432,0.396,5,52,0.096,347,0.402
211,101131,Jason Maxiell,1610612766,CHA,61,22,39,878.0,4,18,0.222,0,0,0.0,8,0.222
212,2202,Jason Richardson,1610612755,PHI,19,4,15,416.0,17,46,0.37,9,18,0.5,43,0.467
213,201160,Jason Smith,1610612752,NYK,81,17,64,1770.0,29,73,0.397,0,2,0.0,58,0.397
214,1891,Jason Terry,1610612745,HOU,76,52,24,1618.0,31,85,0.365,10,40,0.25,72,0.424
215,201574,Jason Thompson,1610612758,SAC,81,29,52,1991.0,10,27,0.37,0,0,0.0,20,0.37
216,202399,Jeff Adrien,1610612745,HOU,17,1,16,215.0,0,3,0.0,0,0,0.0,0,0.0
217,201965,Jeff Ayres,1610612759,SAS,51,33,18,383.0,0,0,0.0,0,0,0.0,0,0.0
218,201145,Jeff Green,1610612763,MEM,78,41,37,2455.0,82,239,0.343,23,56,0.411,187,0.391
219,201952,Jeff Teague,1610612737,ATL,73,53,20,2228.0,93,252,0.369,31,101,0.307,217,0.431
220,203481,Jeff Withey,1610612740,NOP,37,17,20,259.0,1,1,1.0,0,0,0.0,2,1.0
221,203106,Jeffery Taylor,1610612766,CHA,29,11,18,430.0,7,25,0.28,0,0,0.0,14,0.28
222,203924,Jerami Grant,1610612755,PHI,65,18,47,1377.0,5,30,0.167,0,8,0.0,10,0.167
223,202077,Jerel McNeal,1610612756,PHX,6,1,5,36.0,1,4,0.25,0,0,0.0,2,0.25
224,202379,Jeremy Evans,1610612762,UTA,38,19,19,266.0,0,4,0.0,0,1,0.0,0,0.0
225,203087,Jeremy Lamb,1610612760,OKC,47,27,20,633.0,34,91,0.374,14,33,0.424,82,0.451
226,202391,Jeremy Lin,1610612747,LAL,74,19,55,1907.0,107,287,0.373,32,82,0.39,246,0.429
227,202366,Jerome Jordan,1610612751,BKN,44,17,27,383.0,0,1,0.0,0,0,0.0,0,0.0
228,203968,Jerrelle Benimon,1610612743,DEN,2,2,0,3.0,0,0,0.0,0,0,0.0,0,0.0
229,201573,Jerryd Bayless,1610612749,MIL,76,38,38,1700.0,86,210,0.41,4,18,0.222,176,0.419
230,202690,Jimmer Fredette,1610612740,NOP,50,27,23,509.0,19,60,0.317,2,15,0.133,40,0.333
231,202710,Jimmy Butler,1610612741,CHI,65,40,25,2513.0,89,242,0.368,9,30,0.3,187,0.386
232,201149,Joakim Noah,1610612741,CHI,67,39,28,2049.0,7,15,0.467,0,1,0.0,14,0.467
233,201975,Jodie Meeks,1610612765,DET,60,29,31,1462.0,50,145,0.345,14,42,0.333,114,0.393
234,203925,Joe Harris,1610612739,CLE,51,32,19,493.0,6,16,0.375,4,7,0.571,16,0.5
235,204060,Joe Ingles,1610612762,UTA,79,36,43,1673.0,40,102,0.392,8,36,0.222,88,0.431
236,2207,Joe Johnson,1610612751,BKN,80,38,42,2791.0,138,353,0.391,17,64,0.266,293,0.415
237,201202,Joel Anthony,1610612765,DET,49,25,24,406.0,1,1,1.0,0,0,0.0,2,1.0
238,200777,Joel Freeland,1610612757,POR,48,34,14,617.0,4,9,0.444,0,0,0.0,8,0.444
239,201595,Joey Dorsey,1610612745,HOU,68,47,21,851.0,0,1,0.0,0,0,0.0,0,0.0
240,203530,Joffrey Lauvergne,1610612743,DEN,24,9,15,268.0,0,0,0.0,0,0,0.0,0,0.0
241,203089,John Henson,1610612749,MIL,66,34,32,1211.0,2,9,0.222,0,0,0.0,4,0.222
242,203098,John Jenkins,1610612737,ATL,24,13,11,297.0,13,28,0.464,2,6,0.333,28,0.5
243,101249,John Lucas III,1610612765,DET,21,8,13,272.0,29,69,0.42,3,12,0.25,61,0.442
244,2422,John Salmons,1610612740,NOP,21,9,12,270.0,7,21,0.333,1,3,0.333,15,0.357
245,202322,John Wall,1610612764,WAS,79,45,34,2837.0,244,639,0.382,30,102,0.294,518,0.405
246,203948,Johnny O'Bryant III,1610612749,MIL,33,16,17,358.0,3,11,0.273,0,0,0.0,6,0.273
247,202720,Jon Leuer,1610612763,MEM,63,45,18,824.0,7,24,0.292,0,0,0.0,14,0.292
248,201973,Jonas Jerebko,1610612738,BOS,75,37,38,1230.0,10,36,0.278,0,1,0.0,20,0.278
