,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
66,2406,Caron Butler,1610612760,OKC,55,21,34,1394.0,124,310,0.4,334,86,203,0.424,0.539
67,203467,Carrick Felix,1610612739,CLE,7,2,5,38.0,2,5,0.4,6,2,4,0.5,0.6
68,201858,Cartier Martin,1610612737,ATL,59,27,32,870.0,63,159,0.396,182,56,138,0.406,0.572
69,203810,Casper Ware,1610612755,PHI,9,3,6,116.0,5,11,0.455,15,5,11,0.455,0.682
70,202718,Chandler Parsons,1610612745,HOU,74,50,24,2783.0,133,339,0.392,386,120,305,0.393,0.569
71,101112,Channing Frye,1610612756,PHX,82,48,34,2312.0,216,548,0.394,591,159,423,0.376,0.539
72,101111,Charlie Villanueva,1610612765,DET,20,5,15,180.0,14,53,0.264,41,13,49,0.265,0.387
73,201978,Chase Budinger,1610612750,MIN,41,21,20,751.0,48,151,0.318,135,39,116,0.336,0.447
74,1497,Chauncey Billups,1610612765,DET,19,7,12,309.0,11,33,0.333,31,9,27,0.333,0.47
75,2365,Chris Andersen,1610612748,MIA,72,49,23,1396.0,11,37,0.297,25,3,11,0.273,0.338
76,203569,Chris Babb,1610612738,BOS,14,3,11,132.0,5,26,0.192,15,5,25,0.2,0.288
77,2547,Chris Bosh,1610612748,MIA,79,53,26,2531.0,208,477,0.436,487,71,209,0.34,0.51
78,203142,Chris Copeland,1610612754,IND,41,25,16,265.0,30,68,0.441,90,30,67,0.448,0.662
79,201604,Chris Douglas-Roberts,1610612766,CHA,48,26,22,994.0,49,125,0.392,144,46,120,0.383,0.576
80,203187,Chris Johnson,1610612738,BOS,40,11,29,789.0,42,128,0.328,125,41,122,0.336,0.488
81,2549,Chris Kaman,1610612747,LAL,39,13,26,736.0,51,117,0.436,102,0,3,0.0,0.436
82,101108,Chris Paul,1610612746,LAC,62,44,18,2171.0,51,120,0.425,137,35,83,0.422,0.571
83,202698,Chris Singleton,1610612764,WAS,25,13,12,250.0,8,26,0.308,23,7,19,0.368,0.442
84,203147,Chris Smith,1610612752,NYK,2,0,2,2.0,0,0,0.0,0,0,0,0.0,0.0
85,202874,Chris Wright,1610612749,MIL,8,1,7,126.0,1,2,0.5,2,0,1,0.0,0.5
86,101236,Chuck Hayes,1610612761,TOR,60,33,27,732.0,2,3,0.667,4,0,0,0.0,0.667
87,203469,Cody Zeller,1610612766,CHA,81,42,39,1400.0,26,106,0.245,52,0,1,0.0,0.245
88,202332,Cole Aldrich,1610612752,NYK,46,26,20,330.0,1,1,1.0,2,0,0,0.0,1.0
89,201147,Corey Brewer,1610612750,MIN,81,40,41,2609.0,70,229,0.306,196,56,189,0.296,0.428
90,202709,Cory Joseph,1610612759,SAS,68,52,16,936.0,22,53,0.415,55,11,34,0.324,0.519
91,201584,Courtney Lee,1610612763,MEM,79,47,32,1973.0,95,236,0.403,257,67,180,0.372,0.544
92,201571,D.J. Augustin,1610612741,CHI,70,43,27,1925.0,76,186,0.409,225,73,180,0.406,0.605
93,203474,DJ Stephens,1610612749,MIL,3,0,3,15.0,0,0,0.0,0,0,0,0.0,0.0
94,201591,DJ White,1610612766,CHA,2,2,0,10.0,0,1,0.0,0,0,0,0.0,0.0
95,203081,Damian Lillard,1610612757,POR,82,54,28,2937.0,132,311,0.424,381,117,278,0.421,0.613
96,202345,Damion James,1610612759,SAS,5,1,4,50.0,0,6,0.0,0,0,2,0.0,0.0
97,202350,Daniel Orton,1610612755,PHI,22,7,15,251.0,6,12,0.5,12,0,0,0.0,0.5
98,101122,Danny Granger,1610612746,LAC,41,31,10,848.0,58,155,0.374,158,42,123,0.341,0.51
99,201980,Danny Green,1610612759,SAS,68,54,14,1651.0,111,284,0.391,328,106,259,0.409,0.577
100,201967,Dante Cunningham,1610612750,MIN,81,39,42,1635.0,137,339,0.404,274,0,3,0.0,0.404
101,203130,Darius Johnson-Odom,1610612755,PHI,3,0,3,15.0,0,3,0.0,0,0,3,0.0,0.0
102,203121,Darius Miller,1610612740,NOP,45,14,31,723.0,39,89,0.438,102,24,69,0.348,0.573
103,202721,Darius Morris,1610612763,MEM,27,16,11,313.0,10,28,0.357,28,8,25,0.32,0.5
104,201589,Darrell Arthur,1610612743,DEN,68,33,35,1161.0,113,285,0.396,248,22,62,0.355,0.435
105,201954,Darren Collison,1610612746,LAC,80,56,24,2069.0,73,161,0.453,206,60,145,0.414,0.64
106,101135,David Lee,1610612744,GSW,68,41,27,2253.0,41,112,0.366,82,0,0,0.0,0.366
107,2561,David West,1610612754,IND,80,54,26,2472.0,166,324,0.512,336,4,12,0.333,0.519
108,201599,DeAndre Jordan,1610612746,LAC,82,57,25,2870.0,0,2,0.0,0,0,0,0.0,0.0
109,202732,DeAndre Liggins,1610612748,MIA,1,1,0,1.0,0,0,0.0,0,0,0,0.0,0.0
110,201971,DeJuan Blair,1610612742,DAL,78,46,32,1214.0,19,53,0.358,38,0,0,0.0,0.358
111,201942,DeMar DeRozan,1610612761,TOR,78,44,34,2982.0,150,384,0.391,354,54,166,0.325,0.461
112,202326,DeMarcus Cousins,1610612758,SAC,70,28,42,2277.0,101,241,0.419,202,0,5,0.0,0.419
113,201960,DeMarre Carroll,1610612737,ATL,73,37,36,2341.0,111,282,0.394,313,91,245,0.371,0.555
114,203471,Dennis Schroder,1610612737,ATL,48,21,27,622.0,11,29,0.379,31,9,25,0.36,0.534
115,965,Derek Fisher,1610612760,OKC,81,59,22,1428.0,76,191,0.398,217,65,168,0.387,0.568
116,101114,Deron Williams,1610612751,BKN,64,37,27,2059.0,93,216,0.431,257,71,172,0.413,0.595
117,202324,Derrick Favors,1610612762,UTA,73,25,48,2201.0,41,143,0.287,82,0,1,0.0,0.287
118,201565,Derrick Rose,1610612741,CHI,10,5,5,311.0,12,32,0.375,36,12,28,0.429,0.563
119,202682,Derrick Williams,1610612758,SAC,77,29,48,1799.0,34,113,0.301,90,22,83,0.265,0.398
120,2734,Devin Harris,1610612742,DAL,40,24,16,818.0,23,65,0.354,67,21,58,0.362,0.515
121,203473,Dewayne Dedmon,1610612753,ORL,31,7,24,390.0,5,15,0.333,10,0,0,0.0,0.333
122,202354,Dexter Pittman,1610612737,ATL,2,0,2,3.0,0,0,0.0,0,0,0,0.0,0.0
123,203197,Diante Garrett,1610612762,UTA,71,23,48,1048.0,33,83,0.398,98,32,80,0.4,0.59
124,203079,Dion Waiters,1610612739,CLE,70,28,42,2072.0,109,254,0.429,293,75,179,0.419,0.577
125,202091,Dionte Christmas,1610612756,PHX,31,15,16,198.0,13,32,0.406,35,9,24,0.375,0.547
126,1717,Dirk Nowitzki,1610612742,DAL,80,48,32,2628.0,337,714,0.472,796,122,310,0.394,0.557
127,202388,Donald Sloan,1610612754,IND,48,31,17,392.0,9,34,0.265,26,8,33,0.242,0.382
128,202700,Donatas Motiejunas,1610612745,HOU,62,42,20,952.0,27,98,0.276,75,21,83,0.253,0.383
129,2748,Dorell Wright,1610612757,POR,68,48,20,984.0,66,191,0.346,197,65,184,0.353,0.516
130,203117,Doron Lamb,1610612753,ORL,53,13,40,695.0,33,88,0.375,98,32,84,0.381,0.557
131,203110,Draymond Green,1610612744,GSW,81,50,31,1775.0,70,206,0.34,188,48,151,0.318,0.456
132,2400,Drew Gooden,1610612764,WAS,21,12,9,377.0,33,69,0.478,72,6,16,0.375,0.522
133,202779,Dwight Buycks,1610612761,TOR,14,5,9,146.0,5,11,0.455,15,5,10,0.5,0.682
134,2730,Dwight Howard,1610612745,HOU,71,48,23,2396.0,6,18,0.333,14,2,5,0.4,0.389
135,2548,Dwyane Wade,1610612748,MIA,54,36,18,1775.0,25,69,0.362,57,7,20,0.35,0.413
136,202734,E'Twaun Moore,1610612753,ORL,79,22,57,1506.0,52,152,0.342,151,47,136,0.346,0.497
137,201947,Earl Clark,1610612752,NYK,54,22,32,768.0,53,148,0.358,146,40,116,0.345,0.493
138,2248,Earl Watson,1610612757,POR,24,17,7,161.0,2,9,0.222,6,2,7,0.286,0.333
139,202334,Ed Davis,1610612763,MEM,63,38,25,956.0,25,59,0.424,50,0,0,0.0,0.424
140,202327,Ekpe Udoh,1610612749,MIL,42,7,35,804.0,10,31,0.323,20,0,0,0.0,0.323
141,203548,Elias Harris,1610612747,LAL,2,1,1,11.0,0,0,0.0,0,0,0,0.0,0.0
142,202343,Elliot Williams,1610612755,PHI,67,13,54,1157.0,34,111,0.306,97,29,99,0.293,0.437
143,1882,Elton Brand,1610612737,ATL,72,34,38,1392.0,79,160,0.494,158,0,2,0.0,0.494
144,202683,Enes Kanter,1610612762,UTA,80,23,57,2138.0,92,238,0.387,184,0,1,0.0,0.387
145,202339,Eric Bledsoe,1610612756,PHX,43,28,15,1416.0,27,73,0.37,75,21,65,0.323,0.514
146,201569,Eric Gordon,1610612740,NOP,64,26,38,2057.0,89,213,0.418,260,82,189,0.434,0.61
147,201953,Eric Maynor,1610612755,PHI,31,11,20,327.0,12,32,0.375,36,12,30,0.4,0.563
148,203513,Erik Murphy,1610612741,CHI,24,13,11,62.0,0,5,0.0,0,0,3,0.0,0.0
149,101141,Ersan Ilyasova,1610612749,MIL,54,10,44,1455.0,100,277,0.361,234,34,120,0.283,0.422
150,203095,Evan Fournier,1610612743,DEN,76,35,41,1504.0,77,201,0.383,229,75,192,0.391,0.57
151,202323,Evan Turner,1610612754,IND,81,29,52,2457.0,81,214,0.379,210,48,133,0.361,0.491
152,101128,Francisco Garcia,1610612745,HOU,55,33,22,1083.0,69,191,0.361,203,65,181,0.359,0.531
153,203539,Gal Mekel,1610612742,DAL,31,18,13,292.0,6,17,0.353,17,5,15,0.333,0.5
154,202066,Garrett Temple,1610612764,WAS,74,40,34,638.0,8,38,0.211,19,3,21,0.143,0.25
155,202390,Gary Neal,1610612766,CHA,51,19,32,1088.0,62,153,0.405,165,41,102,0.402,0.539
156,201588,George Hill,1610612754,IND,76,50,26,2434.0,86,208,0.413,250,78,190,0.411,0.601
157,101123,Gerald Green,1610612756,PHX,82,48,34,2330.0,184,456,0.404,522,154,385,0.4,0.572
158,201945,Gerald Henderson,1610612766,CHA,76,39,37,2434.0,89,234,0.38,212,34,96,0.354,0.453
159,2222,Gerald Wallace,1610612738,BOS,58,19,39,1416.0,24,66,0.364,66,18,57,0.316,0.5
160,203507,Giannis Antetokounmpo,1610612749,MIL,76,14,62,1880.0,35,119,0.294,100,30,94,0.319,0.42
161,203540,Gigi Datome,1610612765,DET,34,9,25,238.0,14,59,0.237,35,7,37,0.189,0.297
162,201175,Glen Davis,1610612746,LAC,68,30,38,1662.0,109,256,0.426,221,3,9,0.333,0.432
163,203318,Glen Rice,1610612764,WAS,11,2,9,109.0,4,19,0.211,12,4,15,0.267,0.316
164,201609,Goran Dragic,1610612756,PHX,76,45,31,2668.0,73,180,0.406,209,63,157,0.401,0.581
165,202330,Gordon Hayward,1610612762,UTA,77,23,54,2800.0,123,356,0.346,314,68,219,0.311,0.441
166,203476,Gorgui Dieng,1610612750,MIN,60,32,28,818.0,17,37,0.459,34,0,0,0.0,0.459
167,202328,Greg Monroe,1610612765,DET,82,29,53,2690.0,43,138,0.312,86,0,1,0.0,0.312
168,201141,Greg Oden,1610612748,MIA,23,16,7,212.0,0,2,0.0,0,0,0,0.0,0.0
169,202962,Greg Smith,1610612745,HOU,11,7,4,100.0,0,0,0.0,0,0,0,0.0,0.0
170,201880,Greg Stiemsma,1610612740,NOP,55,21,34,1007.0,7,21,0.333,14,0,1,0.0,0.333
171,202349,Greivis Vasquez,1610612761,TOR,78,46,32,1765.0,91,228,0.399,270,88,222,0.396,0.592
172,202970,Gustavo Ayon,1610612737,ATL,25,12,13,421.0,4,12,0.333,8,0,0,0.0,0.333
173,202380,Hamady Ndiaye,1610612758,SAC,14,5,9,74.0,0,1,0.0,0,0,0,0.0,0.0
174,203084,Harrison Barnes,1610612744,GSW,77,47,30,2165.0,80,208,0.385,223,63,173,0.364,0.536
175,201934,Hasheem Thabeet,1610612760,OKC,23,18,5,192.0,4,9,0.444,8,0,0,0.0,0.444
176,2045,Hedo Turkoglu,1610612746,LAC,38,27,11,392.0,21,44,0.477,59,17,36,0.472,0.67
177,203156,Henry Sims,1610612755,PHI,46,11,35,875.0,34,81,0.42,68,0,0,0.0,0.42
178,200756,Hilton Armstrong,1610612744,GSW,15,12,3,97.0,1,3,0.333,2,0,0,0.0,0.333
179,203138,Hollis Thompson,1610612755,PHI,77,18,59,1742.0,77,191,0.403,218,64,158,0.405,0.571
180,203546,Ian Clark,1610612762,UTA,23,3,20,172.0,11,31,0.355,32,10,28,0.357,0.516
181,101133,Ian Mahinmi,1610612754,IND,77,51,26,1248.0,11,36,0.306,22,0,1,0.0,0.306
182,202697,Iman Shumpert,1610612752,NYK,74,36,38,1962.0,74,220,0.336,216,68,198,0.343,0.491
183,203477,Isaiah Canaan,1610612745,HOU,22,14,8,252.0,15,39,0.385,44,14,37,0.378,0.564
184,202738,Isaiah Thomas,1610612758,SAC,71,26,45,2463.0,74,194,0.381,207,59,151,0.391,0.534
185,202397,Ish Smith,1610612756,PHX,70,39,31,1007.0,0,18,0.0,0,0,16,0.0,0.0
186,200826,J.J. Barea,1610612750,MIN,79,40,39,1471.0,34,95,0.358,98,30,87,0.345,0.516
187,201581,JJ Hickson,1610612743,DEN,69,31,38,1859.0,40,114,0.351,80,0,6,0.0,0.351
188,200755,JJ Redick,1610612746,LAC,35,24,11,987.0,94,216,0.435,249,61,149,0.409,0.576
189,2747,JR Smith,1610612752,NYK,74,34,40,2421.0,169,384,0.44,499,161,356,0.452,0.65
190,201580,JaVale McGee,1610612743,DEN,5,1,4,79.0,1,5,0.2,2,0,0,0.0,0.2
191,203109,Jae Crowder,1610612742,DAL,78,47,31,1254.0,55,158,0.348,158,48,143,0.336,0.5
192,203479,Jamaal Franklin,1610612763,MEM,21,11,10,162.0,6,14,0.429,16,4,10,0.4,0.571
193,2224,Jamaal Tinsley,1610612762,UTA,8,0,8,110.0,1,15,0.067,3,1,15,0.067,0.1
194,2037,Jamal Crawford,1610612746,LAC,69,47,22,2094.0,128,352,0.364,366,110,303,0.363,0.52
195,2749,Jameer Nelson,1610612753,ORL,68,21,47,2179.0,67,203,0.33,196,62,183,0.339,0.483
196,202341,James Anderson,1610612755,PHI,80,19,61,2309.0,100,298,0.336,298,98,284,0.345,0.5
197,201935,James Harden,1610612745,HOU,73,48,25,2777.0,106,277,0.383,306,94,248,0.379,0.552
198,201949,James Johnson,1610612763,MEM,52,33,19,956.0,27,82,0.329,75,21,72,0.292,0.457
199,2592,James Jones,1610612748,MIA,20,15,5,236.0,26,56,0.464,78,26,51,0.51,0.696
200,203263,James Nunnally,1610612755,PHI,12,3,9,157.0,7,21,0.333,21,7,20,0.35,0.5
201,203480,James Southerland,1610612740,NOP,4,2,2,30.0,4,10,0.4,11,3,6,0.5,0.55
202,202686,Jan Vesely,1610612743,DEN,54,22,32,776.0,4,15,0.267,8,0,0,0.0,0.267
203,2457,Jannero Pargo,1610612766,CHA,29,15,14,242.0,18,41,0.439,52,16,35,0.457,0.634
204,203099,Jared Cunningham,1610612758,SAC,13,5,8,80.0,2,7,0.286,5,1,6,0.167,0.357
205,201162,Jared Dudley,1610612746,LAC,74,51,23,1729.0,138,327,0.422,356,80,224,0.357,0.544
206,203096,Jared Sullinger,1610612738,BOS,74,23,51,2041.0,99,301,0.329,254,56,197,0.284,0.422
207,101127,Jarrett Jack,1610612739,CLE,80,32,48,2252.0,50,139,0.36,140,40,108,0.37,0.504
208,202363,Jarvis Varnado,1610612755,PHI,24,5,19,339.0,11,18,0.611,22,0,0,0.0,0.611
209,2215,Jason Collins,1610612751,BKN,22,16,6,172.0,3,9,0.333,6,0,3,0.0,0.333
210,101131,Jason Maxiell,1610612753,ORL,34,7,27,488.0,11,35,0.314,22,0,0,0.0,0.314
211,201160,Jason Smith,1610612740,NOP,31,11,20,830.0,89,194,0.459,178,0,0,0.0,0.459
212,1891,Jason Terry,1610612751,BKN,34,16,18,544.0,32,85,0.376,92,28,76,0.368,0.541
213,201574,Jason Thompson,1610612758,SAC,81,28,53,1979.0,42,110,0.382,84,0,0,0.0,0.382
214,202399,Jeff Adrien,1610612749,MIL,53,17,36,962.0,20,45,0.444,40,0,0,0.0,0.444
215,201965,Jeff Ayres,1610612759,SAS,73,55,18,952.0,10,28,0.357,20,0,0,0.0,0.357
216,201145,Jeff Green,1610612738,BOS,82,25,57,2805.0,145,382,0.38,398,108,288,0.375,0.521
217,201952,Jeff Teague,1610612737,ATL,78,37,41,2515.0,43,135,0.319,124,38,121,0.314,0.459
218,203481,Jeff Withey,1610612740,NOP,58,21,37,684.0,8,12,0.667,16,0,1,0.0,0.667
219,203106,Jeffery Taylor,1610612766,CHA,26,12,14,629.0,22,90,0.244,62,18,65,0.277,0.344
220,202379,Jeremy Evans,1610612762,UTA,66,23,43,1209.0,37,106,0.349,74,0,2,0.0,0.349
221,203087,Jeremy Lamb,1610612760,OKC,78,57,21,1538.0,95,255,0.373,266,76,202,0.376,0.522
222,202391,Jeremy Lin,1610612745,HOU,71,48,23,2054.0,76,184,0.413,217,65,165,0.394,0.59
223,202719,Jeremy Tyler,1610612752,NYK,41,20,21,398.0,12,31,0.387,24,0,0,0.0,0.387
224,979,Jermaine O'Neal,1610612744,GSW,43,26,17,862.0,12,29,0.414,24,0,0,0.0,0.414
225,201573,Jerryd Bayless,1610612738,BOS,72,24,48,1686.0,80,208,0.385,224,64,172,0.372,0.538
226,202690,Jimmer Fredette,1610612741,CHI,49,20,29,519.0,23,51,0.451,66,20,40,0.5,0.647
227,202710,Jimmy Butler,1610612741,CHI,67,43,24,2591.0,94,273,0.344,252,64,208,0.308,0.462
228,201149,Joakim Noah,1610612741,CHI,80,48,32,2820.0,65,165,0.394,130,0,1,0.0,0.394
229,201975,Jodie Meeks,1610612747,LAL,77,25,52,2556.0,139,337,0.412,407,129,308,0.419,0.604
230,2207,Joe Johnson,1610612751,BKN,78,42,36,2544.0,153,369,0.415,437,131,330,0.397,0.592
231,201202,Joel Anthony,1610612738,BOS,33,16,17,186.0,3,8,0.375,6,0,0,0.0,0.375
232,200777,Joel Freeland,1610612757,POR,52,37,15,727.0,29,61,0.475,58,0,2,0.0,0.475
233,203089,John Henson,1610612749,MIL,69,12,57,1832.0,21,65,0.323,42,0,1,0.0,0.323
234,203098,John Jenkins,1610612737,ATL,13,6,7,158.0,5,19,0.263,13,3,16,0.188,0.342
235,101249,John Lucas III,1610612762,UTA,42,10,32,591.0,26,87,0.299,77,25,78,0.321,0.443
236,2422,John Salmons,1610612761,TOR,77,46,31,1699.0,61,160,0.381,179,57,142,0.401,0.559
237,202322,John Wall,1610612764,WAS,81,44,37,2945.0,74,176,0.42,214,66,150,0.44,0.608
238,202720,Jon Leuer,1610612763,MEM,49,24,25,642.0,49,112,0.438,121,23,49,0.469,0.54
239,201973,Jonas Jerebko,1610612765,DET,64,23,41,741.0,37,86,0.43,105,31,72,0.431,0.61
240,202685,Jonas Valanciunas,1610612761,TOR,80,46,34,2266.0,43,118,0.364,86,0,1,0.0,0.364
241,202348,Jordan Crawford,1610612744,GSW,81,39,42,1860.0,63,173,0.364,178,52,153,0.34,0.514
242,200770,Jordan Farmar,1610612747,LAL,41,16,25,912.0,51,107,0.477,144,42,93,0.452,0.673
243,202706,Jordan Hamilton,1610612745,HOU,60,31,29,1020.0,59,157,0.376,174,56,148,0.378,0.554
244,201941,Jordan Hill,1610612747,LAL,72,24,48,1500.0,45,104,0.433,90,0,1,0.0,0.433
245,203268,Jorge Gutierrez,1610612751,BKN,15,8,7,244.0,9,22,0.409,21,3,12,0.25,0.477
246,101181,Jose Calderon,1610612742,DAL,81,49,32,2468.0,171,371,0.461,503,161,346,0.465,0.678
247,2735,Josh Childress,1610612740,NOP,4,2,2,24.0,0,0,0.0,0,0,0,0.0,0.0
