,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,CATCH_SHOOT_FGM,CATCH_SHOOT_FGA,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG3M,CATCH_SHOOT_FG3A,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT
31,201229,Anthony Tolliver,1610612765,DET,72,36,36,1341.0,104,285,0.365,306,98,268,0.366,0.537
32,203462,Archie Goodwin,1610612756,PHX,57,14,43,1114.0,22,70,0.314,61,17,63,0.27,0.436
33,203382,Aron Baynes,1610612765,DET,81,43,38,1233.0,35,88,0.398,70,0,2,0.0,0.398
34,201167,Arron Afflalo,1610612752,NYK,71,27,44,2371.0,127,311,0.408,333,79,201,0.393,0.535
35,203085,Austin Rivers,1610612746,LAC,67,42,25,1464.0,48,129,0.372,143,47,126,0.373,0.554
36,202340,Avery Bradley,1610612738,BOS,75,44,31,2507.0,167,455,0.367,449,115,316,0.364,0.493
37,1626253,Axel Toupane,1610612743,DEN,21,9,12,305.0,15,46,0.326,43,13,40,0.325,0.467
38,203463,Ben McLemore,1610612758,SAC,67,28,39,1418.0,72,200,0.36,204,60,166,0.361,0.51
39,2757,Beno Udrih,1610612763,MEM,44,26,18,708.0,18,47,0.383,50,14,35,0.4,0.532
40,202687,Bismack Biyombo,1610612761,TOR,81,55,26,1787.0,13,32,0.406,26,0,0,0.0,0.406
41,201933,Blake Griffin,1610612746,LAC,35,22,13,1170.0,94,225,0.418,192,4,10,0.4,0.427
42,1626246,Boban Marjanovic,1610612759,SAS,54,47,7,508.0,10,25,0.4,20,0,0,0.0,0.4
43,1626171,Bobby Portis,1610612741,CHI,62,29,33,1102.0,59,146,0.404,134,16,48,0.333,0.459
44,202711,Bojan Bogdanovic,1610612751,BKN,79,21,58,2115.0,124,314,0.395,360,112,289,0.388,0.573
45,2564,Boris Diaw,1610612759,SAS,76,64,12,1386.0,36,93,0.387,95,23,64,0.359,0.511
46,203078,Bradley Beal,1610612764,WAS,55,28,27,1708.0,90,232,0.388,251,71,184,0.386,0.541
47,201148,Brandan Wright,1610612763,MEM,12,6,6,212.0,3,6,0.5,6,0,0,0.0,0.5
48,1626183,Branden Dawson,1610612746,LAC,6,5,1,29.0,0,0,0.0,0,0,0,0.0,0.0
49,101138,Brandon Bass,1610612747,LAL,66,16,50,1342.0,25,66,0.379,50,0,0,0.0,0.379
50,201943,Brandon Jennings,1610612753,ORL,48,20,28,868.0,31,75,0.413,91,29,71,0.408,0.607
51,202688,Brandon Knight,1610612756,PHX,52,16,36,1870.0,62,179,0.346,183,59,158,0.373,0.511
52,201575,Brandon Rush,1610612744,GSW,72,63,9,1055.0,62,146,0.425,182,58,139,0.417,0.623
53,203148,Brian Roberts,1610612757,POR,51,26,25,470.0,13,36,0.361,36,10,26,0.385,0.5
54,1627362,Briante Weber,1610612748,MIA,7,3,4,169.0,0,4,0.0,0,0,4,0.0,0.0
55,201572,Brook Lopez,1610612751,BKN,73,21,52,2457.0,140,318,0.44,282,2,14,0.143,0.443
56,203998,Bruno Caboclo,1610612761,TOR,6,6,0,43.0,1,7,0.143,3,1,6,0.167,0.214
57,203955,Bryce Cotton,1610612763,MEM,8,1,7,39.0,0,3,0.0,0,0,3,0.0,0.0
58,1626214,Bryce Dejean-Jones,1610612740,NOP,14,8,6,279.0,8,27,0.296,24,8,27,0.296,0.444
59,201228,C.J. Watson,1610612753,ORL,33,14,19,656.0,15,45,0.333,42,12,37,0.324,0.467
60,203468,CJ McCollum,1610612757,POR,80,44,36,2780.0,139,331,0.42,407,129,297,0.434,0.615
61,101139,CJ Miles,1610612754,IND,64,34,30,1464.0,128,341,0.375,375,119,319,0.373,0.55
62,203912,CJ Wilcox,1610612746,LAC,23,15,8,167.0,13,30,0.433,34,8,19,0.421,0.567
63,203946,Cameron Bairstow,1610612765,DET,18,4,14,103.0,6,18,0.333,13,1,5,0.2,0.361
64,1626166,Cameron Payne,1610612760,OKC,57,44,13,698.0,27,80,0.338,81,27,75,0.36,0.506
65,201171,Carl Landry,1610612755,PHI,36,5,31,569.0,54,114,0.474,114,6,13,0.462,0.5
66,2546,Carmelo Anthony,1610612752,NYK,72,32,40,2530.0,153,385,0.397,377,71,191,0.372,0.49
67,2406,Caron Butler,1610612758,SAC,16,2,14,168.0,13,37,0.351,29,3,18,0.167,0.392
68,202718,Chandler Parsons,1610612742,DAL,61,29,32,1799.0,102,244,0.418,289,85,199,0.427,0.592
69,101112,Channing Frye,1610612739,CLE,69,35,34,1177.0,103,259,0.398,296,90,231,0.39,0.571
70,101111,Charlie Villanueva,1610612742,DAL,62,29,33,665.0,46,172,0.267,133,41,160,0.256,0.387
71,201978,Chase Budinger,1610612756,PHX,66,29,37,930.0,27,97,0.278,77,23,84,0.274,0.397
72,2365,Chris Andersen,1610612763,MEM,27,11,16,403.0,5,19,0.263,13,3,12,0.25,0.342
73,2547,Chris Bosh,1610612748,MIA,53,29,24,1778.0,171,404,0.423,421,79,215,0.367,0.521
74,203142,Chris Copeland,1610612749,MIL,24,10,14,156.0,10,37,0.27,30,10,35,0.286,0.405
75,203187,Chris Johnson,1610612762,UTA,70,38,32,857.0,27,94,0.287,78,24,87,0.276,0.415
76,2549,Chris Kaman,1610612757,POR,16,11,5,112.0,10,25,0.4,21,1,3,0.333,0.42
77,1626191,Chris McCullough,1610612751,BKN,24,7,17,362.0,19,53,0.358,51,13,34,0.382,0.481
78,101108,Chris Paul,1610612746,LAC,74,50,24,2420.0,56,122,0.459,159,47,104,0.452,0.652
79,1626174,Christian Wood,1610612755,PHI,17,0,17,145.0,6,18,0.333,16,4,9,0.444,0.444
80,101236,Chuck Hayes,1610612746,LAC,2,1,1,24.0,0,0,0.0,0,0,0,0.0,0.0
81,203921,Cleanthony Early,1610612752,NYK,17,6,11,154.0,5,21,0.238,14,4,14,0.286,0.333
82,1626146,Cliff Alexander,1610612757,POR,8,3,5,36.0,0,2,0.0,0,0,0,0.0,0.0
83,203991,Clint Capela,1610612745,HOU,77,39,38,1471.0,0,2,0.0,0,0,0,0.0,0.0
84,203469,Cody Zeller,1610612766,CHA,73,42,31,1774.0,20,69,0.29,41,1,9,0.111,0.297
85,202332,Cole Aldrich,1610612746,LAC,60,41,19,800.0,0,0,0.0,0,0,0,0.0,0.0
86,201147,Corey Brewer,1610612745,HOU,82,41,41,1669.0,65,220,0.295,188,58,199,0.291,0.427
87,203928,Cory Jefferson,1610612756,PHX,8,2,6,50.0,0,3,0.0,0,0,1,0.0,0.0
88,202709,Cory Joseph,1610612761,TOR,79,53,26,2011.0,35,100,0.35,100,30,91,0.33,0.5
89,1626262,Coty Clarke,1610612738,BOS,3,0,3,6.0,2,2,1.0,6,2,2,1.0,1.5
90,201584,Courtney Lee,1610612766,CHA,79,49,30,2334.0,105,267,0.393,291,81,208,0.389,0.545
91,1626245,Cristiano Felicio,1610612741,CHI,31,14,17,321.0,10,21,0.476,20,0,3,0.0,0.476
92,1626156,D'Angelo Russell,1610612747,LAL,80,17,63,2259.0,98,258,0.38,282,86,235,0.366,0.547
93,201571,D.J. Augustin,1610612743,DEN,62,35,27,1178.0,34,82,0.415,102,34,80,0.425,0.622
94,2563,Dahntay Jones,1610612739,CLE,1,0,1,42.0,1,3,0.333,3,1,2,0.5,0.5
95,203081,Damian Lillard,1610612757,POR,75,40,35,2676.0,113,278,0.406,329,103,248,0.415,0.592
96,203996,Damien Inglis,1610612749,MIL,20,5,15,156.0,2,13,0.154,6,2,11,0.182,0.231
97,204014,Damjan Rudez,1610612750,MIN,33,9,24,277.0,17,47,0.362,51,17,47,0.362,0.543
98,201568,Danilo Gallinari,1610612743,DEN,53,22,31,1839.0,103,250,0.412,279,73,179,0.408,0.558
99,201980,Danny Green,1610612759,SAS,79,65,14,2062.0,121,347,0.349,350,108,307,0.352,0.504
100,201967,Dante Cunningham,1610612740,NOP,80,28,52,1971.0,81,221,0.367,217,55,173,0.318,0.491
101,201589,Darrell Arthur,1610612743,DEN,70,26,44,1516.0,130,302,0.43,303,43,115,0.374,0.502
102,201954,Darren Collison,1610612758,SAC,73,29,44,2192.0,70,164,0.427,203,63,144,0.438,0.619
103,1626199,Darrun Hilliard,1610612765,DET,38,17,21,383.0,18,49,0.367,53,17,44,0.386,0.541
104,101135,David Lee,1610612742,DAL,54,26,28,888.0,9,25,0.36,18,0,1,0.0,0.36
105,2561,David West,1610612759,SAS,78,63,15,1404.0,104,204,0.51,211,3,6,0.5,0.517
106,201599,DeAndre Jordan,1610612746,LAC,77,51,26,2598.0,0,3,0.0,0,0,1,0.0,0.0
107,201971,DeJuan Blair,1610612764,WAS,29,12,17,218.0,7,21,0.333,14,0,0,0.0,0.333
108,201942,DeMar DeRozan,1610612761,TOR,77,52,25,2764.0,72,197,0.365,184,40,93,0.43,0.467
109,202326,DeMarcus Cousins,1610612758,SAC,64,29,35,2221.0,116,326,0.356,296,64,190,0.337,0.454
110,201960,DeMarre Carroll,1610612761,TOR,26,16,10,786.0,42,112,0.375,126,42,107,0.393,0.563
111,1626153,Delon Wright,1610612761,TOR,27,19,8,229.0,1,8,0.125,3,1,7,0.143,0.188
112,203471,Dennis Schroder,1610612737,ATL,80,47,33,1621.0,63,161,0.391,177,51,134,0.381,0.55
113,101114,Deron Williams,1610612742,DAL,65,31,34,2106.0,91,226,0.403,253,71,183,0.388,0.56
114,202324,Derrick Favors,1610612762,UTA,62,30,32,1983.0,100,265,0.377,200,0,0,0.0,0.377
115,201565,Derrick Rose,1610612741,CHI,66,32,34,2097.0,41,121,0.339,117,35,106,0.33,0.483
116,202682,Derrick Williams,1610612752,NYK,80,32,48,1435.0,60,177,0.339,159,39,127,0.307,0.449
117,1626164,Devin Booker,1610612756,PHX,76,20,56,2108.0,109,263,0.414,294,76,190,0.4,0.559
118,2734,Devin Harris,1610612742,DAL,64,35,29,1280.0,52,141,0.369,152,48,135,0.356,0.539
119,203906,Devyn Marble,1610612753,ORL,28,12,16,249.0,9,38,0.237,26,8,31,0.258,0.342
120,203473,Dewayne Dedmon,1610612753,ORL,58,21,37,705.0,11,30,0.367,22,0,0,0.0,0.367
121,203079,Dion Waiters,1610612760,OKC,78,53,25,2152.0,86,216,0.398,244,72,187,0.385,0.565
122,1717,Dirk Nowitzki,1610612742,DAL,75,38,37,2364.0,296,687,0.431,715,123,332,0.37,0.52
123,202388,Donald Sloan,1610612751,BKN,61,13,48,1318.0,34,86,0.395,100,32,76,0.421,0.581
124,202700,Donatas Motiejunas,1610612745,HOU,37,19,18,547.0,24,73,0.329,63,15,56,0.268,0.432
125,203926,Doug McDermott,1610612741,CHI,81,41,40,1861.0,116,291,0.399,336,104,243,0.428,0.577
126,203110,Draymond Green,1610612744,GSW,81,73,8,2808.0,104,268,0.388,305,97,248,0.391,0.569
127,2400,Drew Gooden,1610612764,WAS,30,18,12,305.0,13,54,0.241,33,7,41,0.171,0.306
128,1626251,Duje Dukan,1610612758,SAC,1,0,1,24.0,2,6,0.333,6,2,4,0.5,0.5
129,2730,Dwight Howard,1610612745,HOU,71,34,37,2280.0,1,6,0.167,2,0,4,0.0,0.167
130,203939,Dwight Powell,1610612742,DAL,69,35,34,992.0,35,114,0.307,72,2,16,0.125,0.316
131,2548,Dwyane Wade,1610612748,MIA,74,43,31,2258.0,35,82,0.427,75,5,17,0.294,0.457
132,202734,E'Twaun Moore,1610612741,CHI,59,29,30,1263.0,44,98,0.449,129,41,89,0.461,0.658
133,202334,Ed Davis,1610612757,POR,81,43,38,1684.0,2,3,0.667,4,0,0,0.0,0.667
134,204002,Edy Tavares,1610612737,ATL,11,7,4,73.0,0,1,0.0,0,0,0,0.0,0.0
135,203901,Elfrid Payton,1610612753,ORL,72,32,40,2125.0,31,103,0.301,89,27,78,0.346,0.432
136,202407,Elijah Millsap,1610612762,UTA,20,9,11,173.0,1,11,0.091,3,1,11,0.091,0.136
137,202343,Elliot Williams,1610612766,CHA,5,4,1,45.0,1,4,0.25,2,0,3,0.0,0.25
138,1882,Elton Brand,1610612755,PHI,17,2,15,225.0,15,44,0.341,30,0,1,0.0,0.341
139,1626144,Emmanuel Mudiay,1610612743,DEN,68,29,39,2068.0,53,167,0.317,152,46,145,0.317,0.455
140,202683,Enes Kanter,1610612760,OKC,82,55,27,1721.0,68,142,0.479,146,10,21,0.476,0.514
141,202339,Eric Bledsoe,1610612756,PHX,31,12,19,1059.0,27,80,0.338,73,19,61,0.311,0.456
142,201569,Eric Gordon,1610612740,NOP,45,14,31,1481.0,93,253,0.368,276,90,241,0.373,0.545
143,203961,Eric Moreland,1610612758,SAC,7,1,6,43.0,0,0,0.0,0,0,0,0.0,0.0
144,203475,Erick Green,1610612743,DEN,9,6,3,42.0,1,5,0.2,3,1,5,0.2,0.3
145,101141,Ersan Ilyasova,1610612753,ORL,74,35,39,1880.0,109,288,0.378,299,81,211,0.384,0.519
146,203095,Evan Fournier,1610612753,ORL,78,33,45,2532.0,135,335,0.403,392,122,299,0.408,0.585
147,202323,Evan Turner,1610612738,BOS,80,46,34,2244.0,36,108,0.333,91,19,75,0.253,0.421
148,203105,Festus Ezeli,1610612744,GSW,46,42,4,770.0,3,13,0.231,6,0,0,0.0,0.231
149,1626163,Frank Kaminsky,1610612766,CHA,81,47,34,1708.0,74,215,0.344,215,67,198,0.338,0.5
150,202066,Garrett Temple,1610612764,WAS,80,40,40,1951.0,91,250,0.364,264,82,233,0.352,0.528
151,203914,Gary Harris,1610612743,DEN,76,31,45,2439.0,105,289,0.363,307,97,267,0.363,0.531
152,202390,Gary Neal,1610612764,WAS,40,18,22,807.0,39,97,0.402,106,28,71,0.394,0.546
153,201588,George Hill,1610612754,IND,74,41,33,2524.0,111,253,0.439,326,104,233,0.446,0.644
154,101123,Gerald Green,1610612748,MIA,69,40,29,1557.0,99,271,0.365,267,69,209,0.33,0.493
155,201945,Gerald Henderson,1610612757,POR,72,39,33,1431.0,66,173,0.382,176,44,122,0.361,0.509
156,203507,Giannis Antetokounmpo,1610612749,MIL,80,32,48,2823.0,45,150,0.3,113,23,89,0.258,0.377
157,203922,Glenn Robinson III,1610612754,IND,45,24,21,508.0,17,47,0.362,48,14,35,0.4,0.511
158,201609,Goran Dragic,1610612748,MIA,72,44,28,2363.0,61,177,0.345,169,47,140,0.336,0.477
159,202330,Gordon Hayward,1610612762,UTA,80,38,42,2893.0,126,342,0.368,362,110,299,0.368,0.529
160,203476,Gorgui Dieng,1610612750,MIN,82,29,53,2220.0,76,179,0.425,158,6,18,0.333,0.441
161,202328,Greg Monroe,1610612749,MIL,79,32,47,2314.0,48,107,0.449,96,0,1,0.0,0.449
162,202962,Greg Smith,1610612750,MIN,18,8,10,192.0,0,0,0.0,0,0,0,0.0,0.0
163,202349,Greivis Vasquez,1610612749,MIL,23,9,14,460.0,13,53,0.245,38,12,51,0.235,0.358
164,203084,Harrison Barnes,1610612744,GSW,66,59,7,2042.0,111,269,0.413,302,80,209,0.383,0.561
165,202355,Hassan Whiteside,1610612748,MIA,73,42,31,2125.0,40,94,0.426,80,0,0,0.0,0.426
166,203156,Henry Sims,1610612751,BKN,14,2,12,263.0,10,25,0.4,20,0,0,0.0,0.4
167,203138,Hollis Thompson,1610612755,PHI,77,10,67,2154.0,164,424,0.387,472,144,373,0.386,0.557
168,203546,Ian Clark,1610612744,GSW,66,59,7,578.0,22,62,0.355,66,22,57,0.386,0.532
169,101133,Ian Mahinmi,1610612754,IND,71,41,30,1816.0,16,52,0.308,32,0,0,0.0,0.308
170,202697,Iman Shumpert,1610612739,CLE,54,39,15,1316.0,45,134,0.336,129,39,123,0.317,0.481
171,203477,Isaiah Canaan,1610612755,PHI,77,10,67,1966.0,117,314,0.373,351,117,307,0.381,0.559
172,202738,Isaiah Thomas,1610612738,BOS,81,47,34,2610.0,99,262,0.378,288,90,231,0.39,0.55
173,202397,Ish Smith,1610612755,PHI,77,16,61,2239.0,30,86,0.349,88,28,80,0.35,0.512
174,200826,J.J. Barea,1610612742,DAL,74,38,36,1667.0,55,125,0.44,159,49,114,0.43,0.636
175,201581,JJ Hickson,1610612764,WAS,35,17,18,437.0,8,28,0.286,16,0,1,0.0,0.286
176,1626266,JJ O'Brien,1610612762,UTA,2,2,0,6.0,0,0,0.0,0,0,0,0.0,0.0
177,200755,JJ Redick,1610612746,LAC,75,50,25,2097.0,231,453,0.51,628,166,332,0.5,0.693
178,2747,JR Smith,1610612739,CLE,77,53,24,2362.0,184,431,0.427,542,174,410,0.424,0.629
179,203960,JaKarr Sampson,1610612743,DEN,73,18,55,1160.0,15,65,0.231,42,12,57,0.211,0.323
180,203210,JaMychal Green,1610612763,MEM,78,39,39,1446.0,65,172,0.378,145,15,44,0.341,0.422
181,201580,JaVale McGee,1610612742,DAL,34,15,19,370.0,6,17,0.353,12,0,1,0.0,0.353
182,203953,Jabari Parker,1610612749,MIL,76,32,44,2408.0,63,179,0.352,135,9,30,0.3,0.377
183,203109,Jae Crowder,1610612738,BOS,72,42,30,2278.0,134,363,0.369,373,105,304,0.345,0.514
184,1626143,Jahlil Okafor,1610612755,PHI,53,6,47,1591.0,34,93,0.366,69,1,4,0.25,0.371
185,2037,Jamal Crawford,1610612746,LAC,79,51,28,2126.0,86,224,0.384,250,78,200,0.39,0.558
186,2749,Jameer Nelson,1610612743,DEN,39,12,27,1036.0,25,86,0.291,72,22,77,0.286,0.419
187,202341,James Anderson,1610612758,SAC,50,19,31,717.0,21,75,0.28,60,18,70,0.257,0.4
188,203516,James Ennis III,1610612740,NOP,22,11,11,329.0,21,47,0.447,62,20,44,0.455,0.66
189,201935,James Harden,1610612745,HOU,82,41,41,3125.0,123,307,0.401,356,110,274,0.401,0.58
190,201949,James Johnson,1610612761,TOR,56,34,22,908.0,21,66,0.318,61,19,61,0.311,0.462
191,2592,James Jones,1610612739,CLE,48,33,15,463.0,43,108,0.398,124,38,97,0.392,0.574
192,203949,James Michael McAdoo,1610612744,GSW,41,37,4,262.0,4,7,0.571,9,1,2,0.5,0.643
193,203923,James Young,1610612738,BOS,28,11,17,196.0,6,25,0.24,18,6,25,0.24,0.36
194,203099,Jared Cunningham,1610612739,CLE,44,31,13,410.0,12,37,0.324,36,12,34,0.353,0.486
195,201162,Jared Dudley,1610612764,WAS,81,40,41,2098.0,162,369,0.439,423,99,235,0.421,0.573
196,203096,Jared Sullinger,1610612738,BOS,80,46,34,1900.0,133,351,0.379,295,29,96,0.302,0.42
197,204067,Jarell Eddie,1610612764,WAS,26,13,13,147.0,14,44,0.318,40,12,40,0.3,0.455
198,1626185,Jarell Martin,1610612763,MEM,27,10,17,380.0,11,31,0.355,22,0,2,0.0,0.355
199,203950,Jarnell Stokes,1610612763,MEM,7,1,6,19.0,0,2,0.0,0,0,0,0.0,0.0
200,101127,Jarrett Jack,1610612751,BKN,32,10,22,1027.0,23,75,0.307,63,17,60,0.283,0.42
201,201160,Jason Smith,1610612753,ORL,75,33,42,1144.0,172,362,0.475,348,4,13,0.308,0.481
202,1891,Jason Terry,1610612745,HOU,72,37,35,1258.0,93,249,0.373,268,82,230,0.357,0.538
203,201574,Jason Thompson,1610612761,TOR,47,38,9,471.0,11,27,0.407,27,5,15,0.333,0.5
204,201965,Jeff Ayres,1610612746,LAC,17,11,6,107.0,5,7,0.714,10,0,1,0.0,0.714
205,201145,Jeff Green,1610612746,LAC,80,48,32,2253.0,81,229,0.354,221,59,175,0.337,0.483
206,201952,Jeff Teague,1610612737,ATL,79,47,32,2255.0,59,128,0.461,174,56,119,0.471,0.68
207,203481,Jeff Withey,1610612762,UTA,51,25,26,658.0,9,25,0.36,18,0,2,0.0,0.36
208,203924,Jerami Grant,1610612755,PHI,77,9,68,2066.0,40,159,0.252,114,34,141,0.241,0.358
209,202379,Jeremy Evans,1610612742,DAL,30,16,14,251.0,6,19,0.316,16,4,16,0.25,0.421
210,203087,Jeremy Lamb,1610612766,CHA,66,40,26,1227.0,60,172,0.349,160,40,130,0.308,0.465
211,202391,Jeremy Lin,1610612766,CHA,78,47,31,2048.0,61,176,0.347,177,55,158,0.348,0.503
212,1626170,Jerian Grant,1610612752,NYK,76,29,47,1265.0,23,70,0.329,64,18,56,0.321,0.457
213,201573,Jerryd Bayless,1610612749,MIL,52,21,31,1505.0,98,212,0.462,284,88,191,0.461,0.67
214,202690,Jimmer Fredette,1610612759,SAS,6,1,5,18.0,1,2,0.5,3,1,2,0.5,0.75
215,202710,Jimmy Butler,1610612741,CHI,67,37,30,2474.0,72,208,0.346,186,42,136,0.309,0.447
216,201149,Joakim Noah,1610612741,CHI,29,15,14,635.0,3,7,0.429,6,0,0,0.0,0.429
217,201975,Jodie Meeks,1610612765,DET,3,3,0,43.0,2,9,0.222,6,2,7,0.286,0.333
218,203925,Joe Harris,1610612739,CLE,5,5,0,15.0,1,3,0.333,3,1,3,0.333,0.5
219,204060,Joe Ingles,1610612762,UTA,81,40,41,1241.0,72,177,0.407,214,70,170,0.412,0.605
220,2207,Joe Johnson,1610612748,MIA,81,31,50,2703.0,111,272,0.408,325,103,251,0.41,0.597
221,1626202,Joe Young,1610612754,IND,41,19,22,384.0,9,36,0.25,25,7,29,0.241,0.347
222,201202,Joel Anthony,1610612765,DET,19,12,7,96.0,1,1,1.0,2,0,0,0.0,1.0
223,203530,Joffrey Lauvergne,1610612743,DEN,59,24,35,1041.0,46,121,0.38,105,13,52,0.25,0.434
224,203089,John Henson,1610612749,MIL,57,22,35,960.0,1,9,0.111,2,0,1,0.0,0.111
225,203098,John Jenkins,1610612756,PHX,43,18,25,480.0,21,54,0.389,53,11,32,0.344,0.491
226,202322,John Wall,1610612764,WAS,77,37,40,2784.0,78,212,0.368,230,74,195,0.379,0.542
227,203948,Johnny O'Bryant III,1610612749,MIL,66,27,39,857.0,32,87,0.368,65,1,1,1.0,0.374
228,202720,Jon Leuer,1610612756,PHX,67,22,45,1255.0,72,193,0.373,186,42,107,0.393,0.482
229,201973,Jonas Jerebko,1610612738,BOS,77,46,31,1160.0,48,125,0.384,138,42,106,0.396,0.552
230,202685,Jonas Valanciunas,1610612761,TOR,59,39,20,1527.0,35,67,0.522,70,0,0,0.0,0.522
231,203613,Jonathon Simmons,1610612759,SAS,55,47,8,813.0,17,46,0.37,51,17,42,0.405,0.554
232,203919,Jordan Adams,1610612763,MEM,2,0,2,15.0,0,1,0.0,0,0,1,0.0,0.0
233,203903,Jordan Clarkson,1610612747,LAL,79,17,62,2552.0,88,255,0.345,249,73,213,0.343,0.488
234,200770,Jordan Farmar,1610612763,MEM,12,2,10,291.0,8,25,0.32,24,8,25,0.32,0.48
235,202706,Jordan Hamilton,1610612740,NOP,11,4,7,304.0,9,30,0.3,25,7,27,0.259,0.417
236,201941,Jordan Hill,1610612754,IND,73,40,33,1513.0,70,178,0.393,140,0,1,0.0,0.393
237,203895,Jordan McRae,1610612739,CLE,22,10,12,196.0,5,14,0.357,15,5,12,0.417,0.536
238,1626175,Jordan Mickey,1610612738,BOS,16,9,7,57.0,1,3,0.333,2,0,0,0.0,0.333
239,203268,Jorge Gutierrez,1610612766,CHA,12,9,3,63.0,0,2,0.0,0,0,2,0.0,0.0
240,101181,Jose Calderon,1610612752,NYK,72,29,43,2024.0,86,197,0.437,242,70,164,0.427,0.614
241,203962,Josh Huestis,1610612760,OKC,5,2,3,55.0,4,8,0.5,12,4,6,0.667,0.75
242,201177,Josh McRoberts,1610612748,MIA,42,27,15,595.0,23,70,0.329,58,12,47,0.255,0.414
243,1626196,Josh Richardson,1610612748,MIA,52,29,23,1107.0,56,125,0.448,163,51,110,0.464,0.652
244,2746,Josh Smith,1610612745,HOU,55,31,24,880.0,45,155,0.29,128,38,125,0.304,0.413
245,201950,Jrue Holiday,1610612740,NOP,65,27,38,1831.0,33,84,0.393,94,28,76,0.368,0.56
246,203944,Julius Randle,1610612747,LAL,81,17,64,2286.0,36,125,0.288,80,8,25,0.32,0.32
